QuotationID	QuotationText	Location
34085749	A gentleman, nurse, that loves to hear himself talk, and will speak more in a minute than he will stand to in a month.	<i>Romeo and Juliet</i>, Act II Scene 4
34085750	My man's as true as steel.	<i>Romeo and Juliet</i>, Act II Scene 4
34085751	These violent delights have violent ends.	<i>Romeo and Juliet</i>, Act II Scene 6
34085752	Too swift arrives as tardy as too slow.	<i>Romeo and Juliet</i>, Act II Scene 6
34085753	Here comes the lady! O, so light a foot<br>Will ne'er wear out the everlasting flint.	<i>Romeo and Juliet</i>, Act II Scene 6
34085754	Thy head is as full of quarrels as an egg is full of meat.	<i>Romeo and Juliet</i>, Act III Scene 1
34085755	A word and a blow.	<i>Romeo and Juliet</i>, Act III Scene 1
34085756	A plague o' both your houses!	<i>Romeo and Juliet</i>, Act III Scene 1
34085757	Rom. Courage, man; the hurt cannot be much.<br>Mer. No,'t is not so deep as a well, nor so wide as a church-door; but't is enough,'t will serve.	<i>Romeo and Juliet</i>, Act III Scene 1
34085758	When he shall die,<br>Take him and cut him out in little stars,<br>And he will make the face of heaven so fine<br>That all the world will be in love with night,<br>And pay no worship to the garish sun.	<i>Romeo and Juliet</i>, Act III Scene 2
34085759	Beautiful tyrant! fiend angelical!	<i>Romeo and Juliet</i>, Act III Scene 2
34085760	Was ever book containing such vile matter<br>So fairly bound? O, that deceit should dwell<br>In such a gorgeous palace!	<i>Romeo and Juliet</i>, Act III Scene 2
34085761	Thou cutt'st my head off with a golden axe.	<i>Romeo and Juliet</i>, Act III Scene 3
34085762	They may seize<br>On the white wonder of dear Juliet's hand<br>And steal immortal blessing from her lips,<br>Who, even in pure and vestal modesty,<br>Still blush, as thinking their own kisses sin.	<i>Romeo and Juliet</i>, Act III Scene 3
34085763	The damned use that word in hell.	<i>Romeo and Juliet</i>, Act III Scene 3
34085764	Adversity's sweet milk, philosophy.	<i>Romeo and Juliet</i>, Act III Scene 3
34085765	Taking the measure of an unmade grave.	<i>Romeo and Juliet</i>, Act III Scene 3
34085766	Night's candles are burnt out, and jocund day<br>Stands tiptoe on the misty mountain-tops.	<i>Romeo and Juliet</i>, Act III Scene 5
34085767	Straining harsh discords and unpleasing sharps.	<i>Romeo and Juliet</i>, Act III Scene 5
34085768	All these woes shall serve<br>For sweet discourses in our time to come.	<i>Romeo and Juliet</i>, Act III Scene 5
34085769	Villain and he be many miles asunder.	<i>Romeo and Juliet</i>, Act III Scene 5
34085770	Thank me no thanks, nor proud me no prouds.	<i>Romeo and Juliet</i>, Act III Scene 5
34085771	Not stepping o'er the bounds of modesty.	<i>Romeo and Juliet</i>, Act IV Scene 2
34085772	My bosom's lord sits lightly in his throne.	<i>Romeo and Juliet</i>, Act V Scene 1
34085773	I do remember an apothecary,ù<br>And hereabouts he dwells.	<i>Romeo and Juliet</i>, Act V Scene 1
34085774	Meagre were his looks,<br>Sharp misery had worn him to the bones.	<i>Romeo and Juliet</i>, Act V Scene 1
34085775	A beggarly account of empty boxes.	<i>Romeo and Juliet</i>, Act V Scene 1
34085776	Famine is in thy cheeks.	<i>Romeo and Juliet</i>, Act V Scene 1
34085777	The world is not thy friend nor the world's law.	<i>Romeo and Juliet</i>, Act V Scene 1
34085778	Ap. My poverty, but not my will, consents.<br>Rom. I pay thy poverty, and not thy will.	<i>Romeo and Juliet</i>, Act V Scene 1
34085779	The strength<br>Of twenty men.	<i>Romeo and Juliet</i>, Act V Scene 1
34085780	One writ with me in sour misfortune's book.	<i>Romeo and Juliet</i>, Act V Scene 3
34085781	Her beauty makes<br>This vault a feasting presence full of light.	<i>Romeo and Juliet</i>, Act V Scene 3
34085782	Beauty's ensign yet<br>Is crimson in thy lips and in thy cheeks,<br>And death's pale flag is not advanced there.	<i>Romeo and Juliet</i>, Act V Scene 3
34085783	Eyes, look your last!<br>Arms, take your last embrace!	<i>Romeo and Juliet</i>, Act V Scene 3
34085784	But flies an eagle flight, bold and forth on,<br>Leaving no tract behind.	<i>Timon of Athens</i>, Act I Scene 1
34085785	Here's that which is too weak to be a sinner,ùhonest water, which ne'er left man i' the mire.	<i>Timon of Athens</i>, Act I Scene 2
34085786	Immortal gods, I crave no pelf;<br>I pray for no man but myself;<br>Grant I may never prove so fond,<br>To trust man on his oath or bond.	<i>Timon of Athens</i>, Act I Scene 2
34085787	Men shut their doors against a setting sun.	<i>Timon of Athens</i>, Act I Scene 2
34085788	Every room<br>Hath blazed with lights and bray'd with minstrelsy.	<i>Timon of Athens</i>, Act II Scene 2
34085789	'T is lack of kindly warmth.	<i>Timon of Athens</i>, Act II Scene 2
34085790	Every man has his fault, and honesty is his.	<i>Timon of Athens</i>, Act III Scene 1
34085791	Nothing emboldens sin so much as mercy.	<i>Timon of Athens</i>, Act III Scene 5
34085792	We have seen better days.	<i>Timon of Athens</i>, Act IV Scene 2
34085793	Are not within the leaf of pity writ.	<i>Timon of Athens</i>, Act IV Scene 3
34085794	I'll example you with thievery:<br>The sun's a thief, and with his great attraction<br>Robs the vast sea; the moon's an arrant thief,<br>And her pale fire she snatches from the sun;<br>The sea's a thief, whose liquid surge resolves	<i>Timon of Athens</i>, Act IV Scene 3
34085795	Life's uncertain voyage.	<i>Timon of Athens</i>, Act V Scene 1
34085796	As proper men as ever trod upon neat's leather.	<i>Julius Caesar</i>, Act I Scene 1
34085797	The live-long day.	<i>Julius Caesar</i>, Act I Scene 1
34085798	Beware the ides of March.	<i>Julius Caesar</i>, Act I Scene 2
34085799	Well, honour is the subject of my story.<br>I cannot tell what you and other men<br>Think of this life; but, for my single self,<br>I had as lief not be as live to be<br>In awe of such a thing as I myself.	<i>Julius Caesar</i>, Act I Scene 2
34085800	"Darest thou, Cassius, now<br>Leap in with me into this angry flood,<br>And swim to yonder point?" Upon the word,<br>Accoutred as I was, I plunged in<br>And bade him follow.	<i>Julius Caesar</i>, Act I Scene 2
34085801	Help me, Cassius, or I sink!	<i>Julius Caesar</i>, Act I Scene 2
34085802	Ye gods, it doth amaze me<br>A man of such a feeble temper should<br>So get the start of the majestic world<br>And bear the palm alone.	<i>Julius Caesar</i>, Act I Scene 2
34085803	Why, man, he doth bestride the narrow world<br>Like a Colossus, and we petty men<br>Walk under his huge legs and peep about<br>To find ourselves dishonourable graves.	<i>Julius Caesar</i>, Act I Scene 2
34085804	Conjure with'em,ù<br>Brutus will start a spirit as soon as Caesar.<br>Now, in the names of all the gods at once,<br>Upon what meat doth this our Caesar feed,<br>That he is grown so great?	<i>Julius Caesar</i>, Act I Scene 2
34085805	There was a Brutus once that would have brook'd<br>The eternal devil to keep his state in Rome<br>As easily as a king.	<i>Julius Caesar</i>, Act I Scene 2
34085806	Let me have men about me that are fat,<br>Sleek-headed men, and such as sleep o' nights:<br>Yond Cassius has a lean and hungry look;<br>He thinks too much: such men are dangerous.	<i>Julius Caesar</i>, Act I Scene 2
34085807	He reads much;<br>He is a great observer, and he looks<br>Quite through the deeds of men.	<i>Julius Caesar</i>, Act I Scene 2
34085808	Seldom he smiles, and smiles in such a sort<br>As if he mock'd himself, and scorn'd his spirit<br>That could be moved to smile at anything.	<i>Julius Caesar</i>, Act I Scene 2
34085809	But, for my own part, it was Greek to me.	<i>Julius Caesar</i>, Act I Scene 2
34085810	Between the acting of a dreadful thing<br>And the first motion, all the interim is<br>Like a phantasma, or a hideous dream:<br>The Genius and the mortal instruments<br>Are then in council; and the state of man,<br>Like to a little kingdom, suffers then	<i>Julius Caesar</i>, Act II Scene 1
34085811	A dish fit for the gods.	<i>Julius Caesar</i>, Act II Scene 1
34085812	But when I tell him he hates flatterers,<br>He says he does, being then most flattered.	<i>Julius Caesar</i>, Act II Scene 1
34085813	Boy! Lucius! Fast asleep? It is no matter;<br>Enjoy the honey-heavy dew of slumber:<br>Thou hast no figures nor no fantasies,<br>Which busy care draws in the brains of men;<br>Therefore thou sleep'st so sound.	<i>Julius Caesar</i>, Act II Scene 1
34085814	With an angry wafture of your hand,<br>Gave sign for me to leave you.	<i>Julius Caesar</i>, Act II Scene 1
34085815	You are my true and honourable wife,<br>As dear to me as are the ruddy drops...	<i>Julius Caesar</i>, Act II Scene 1
34085816	Think you I am no stronger than my sex,<br>Being so father'd and so husbanded?	<i>Julius Caesar</i>, Act II Scene 1
34085817	Fierce fiery warriors fought upon the clouds,<br>In ranks and squadrons and right form of war,<br>Which drizzled blood upon the Capitol.	<i>Julius Caesar</i>, Act II Scene 2
34085818	These things are beyond all use,<br>And I do fear them.	<i>Julius Caesar</i>, Act II Scene 2
34085819	When beggars die, there are no comets seen;<br>The heavens themselves blaze forth the death of princes.	<i>Julius Caesar</i>, Act II Scene 2
34085820	Cowards die many times before their deaths;<br>The valiant never taste of death but once.	<i>Julius Caesar</i>, Act II Scene 2
34085821	Caes. The ides of March are come.<br>Sooth. Ay, Caesar; but not gone.	<i>Julius Caesar</i>, Act III Scene 1
34085822	But I am constant as the northern star,<br>Of whose true-fix'd and resting quality<br>There is no fellow in the firmament.	<i>Julius Caesar</i>, Act III Scene 1
34085823	Et tu, Brute!	<i>Julius Caesar</i>, Act III Scene 1
34085824	How many ages hence<br>Shall this our lofty scene be acted over<br>In states unborn and accents yet unknown!	<i>Julius Caesar</i>, Act III Scene 1
34085825	The choice and master spirits of this age.	<i>Julius Caesar</i>, Act III Scene 1
34085826	Though last, not least in love.	<i>Julius Caesar</i>, Act III Scene 1
34085827	O, pardon me, thou bleeding piece of earth,<br>That I am meek and gentle with these butchers!<br>Thou art the ruins of the noblest man<br>That ever lived in the tide of times.	<i>Julius Caesar</i>, Act III Scene 1
34085828	Cry "Havoc," and let slip the dogs of war.	<i>Julius Caesar</i>, Act III Scene 1
34085829	Romans, countrymen, and lovers! hear me for my cause, and be silent that you may hear.	<i>Julius Caesar</i>, Act III Scene 2
34085830	Not that I loved Caesar less, but that I loved Rome more.	<i>Julius Caesar</i>, Act III Scene 2
34085831	Who is here so base that would be a bondman?	<i>Julius Caesar</i>, Act III Scene 2
34085832	If any, speak; for him have I offended. I pause for a reply.	<i>Julius Caesar</i>, Act III Scene 2
34085833	Friends, Romans, countrymen, lend me your ears;<br>I come to bury Caesar, not to praise him.<br>The evil that men do lives after them;<br>The good is oft interred with their bones.	<i>Julius Caesar</i>, Act III Scene 2
34085834	For Brutus is an honourable man;<br>So are they all, all honourable men.	<i>Julius Caesar</i>, Act III Scene 2
34085835	When that the poor have cried, Caesar hath wept:<br>Ambition should be made of sterner stuff.	<i>Julius Caesar</i>, Act III Scene 2
34085836	O judgment! thou art fled to brutish beasts,<br>And men have lost their reason.	<i>Julius Caesar</i>, Act III Scene 2
34085837	But yesterday the word of Caesar might<br>Have stood against the world; now lies he there,<br>And none so poor to do him reverence.	<i>Julius Caesar</i>, Act III Scene 2
34085838	If you have tears, prepare to shed them now.	<i>Julius Caesar</i>, Act III Scene 2
34085839	See what a rent the envious Casca made.	<i>Julius Caesar</i>, Act III Scene 2
34085840	This was the most unkindest cut of all.	<i>Julius Caesar</i>, Act III Scene 2
34085841	Great Caesar fell.<br>O, what a fall was there, my countrymen!<br>Then I, and you, and all of us fell down,<br>Whilst bloody treason flourish'd over us.	<i>Julius Caesar</i>, Act III Scene 2
34085842	What private griefs they have, alas, I know not.	<i>Julius Caesar</i>, Act III Scene 2
34085843	I come not, friends, to steal away your hearts:<br>I am no orator, as Brutus is;<br>But, as you know me all, a plain blunt man.	<i>Julius Caesar</i>, Act III Scene 2
34085844	I only speak right on.	<i>Julius Caesar</i>, Act III Scene 2
34085845	Put a tongue<br>In every wound of Caesar that should move<br>The stones of Rome to rise and mutiny.	<i>Julius Caesar</i>, Act III Scene 2
34085846	When love begins to sicken and decay,<br>It useth an enforced ceremony.<br>There are no tricks in plain and simple faith.	<i>Julius Caesar</i>, Act IV Scene 2
34085847	You yourself<br>Are much condemn'd to have an itching palm.	<i>Julius Caesar</i>, Act IV Scene 3
34085848	The foremost man of all this world.	<i>Julius Caesar</i>, Act IV Scene 3
34085849	I had rather be a dog, and bay the moon,<br>Than such a Roman.	<i>Julius Caesar</i>, Act IV Scene 3
34085850	I said, an elder soldier, not a better:<br>Did I say "better"?	<i>Julius Caesar</i>, Act IV Scene 3
34085851	There is no terror, Cassius, in your threats,<br>For I am arm'd so strong in honesty<br>That they pass by me as the idle wind,<br>Which I respect not.	<i>Julius Caesar</i>, Act IV Scene 3
34085852	Should I have answer'd Caius Cassius so?<br>When Marcus Brutus grows so covetous,<br>To lock such rascal counters from his friends,<br>Be ready, gods, with all your thunderbolts:<br>Dash him to pieces!	<i>Julius Caesar</i>, Act IV Scene 3
34085853	A friend should bear his friend's infirmities,<br>But Brutus makes mine greater than they are.	<i>Julius Caesar</i>, Act IV Scene 3
34085854	All his faults observed,<br>Set in a note-book, learn'd, and conn'd by rote.	<i>Julius Caesar</i>, Act IV Scene 3
34085855	There is a tide in the affairs of men<br>Which taken at the flood, leads on to fortune;<br>Omitted, all the voyage of their life<br>Is bound in shallows and in miseries.	<i>Julius Caesar</i>, Act IV Scene 3
34085856	We must take the current when it serves,<br>Or lose our ventures.	<i>Julius Caesar</i>, Act IV Scene 3
34085857	The deep of night is crept upon our talk,<br>And nature must obey necessity.	<i>Julius Caesar</i>, Act IV Scene 3
34085858	Brutus. Then I shall see thee again?<br>Ghost. Ay, at Philippi.<br>Brutus. Why, I will see thee at Philippi, then.	<i>Julius Caesar</i>, Act IV Scene 3
34085859	But for your words, they rob the Hybla bees,<br>And leave them honeyless.	<i>Julius Caesar</i>, Act V Scene 1
34085860	Forever, and forever, farewell, Cassius!<br>If we do meet again, why, we shall smile;<br>If not, why then this parting was well made.	<i>Julius Caesar</i>, Act V Scene 1
34085861	O, that a man might know<br>The end of this day's business ere it come!	<i>Julius Caesar</i>, Act V Scene 1
34085862	The last of all the Romans, fare thee well!	<i>Julius Caesar</i>, Act V Scene 3
34085863	This was the noblest Roman of them all.	<i>Julius Caesar</i>, Act V Scene 5
34085864	His life was gentle, and the elements<br>So mix'd in him, that Nature might stand up<br>And say to all the world, "This was a man!"	<i>Julius Caesar</i>, Act V Scene 5
34085865	1 W. When shall we three meet again<br>In thunder, lightning, or in rain?<br>2 W. When the hurlyburly's done,<br>When the battle's lost and won.	<i>Macbeth</i>, Act I Scene 1
34085866	Fair is foul, and foul is fair.	<i>Macbeth</i>, Act I Scene 1
34085867	Banners flout the sky.	<i>Macbeth</i>, Act I Scene 2
34085868	Sleep shall neither night nor day<br>Hang upon his pent-house lid.	<i>Macbeth</i>, Act I Scene 3
34085869	Dwindle, peak, and pine.	<i>Macbeth</i>, Act I Scene 3
34085870	What are these<br>So wither'd and so wild in their attire,<br>That look not like the inhabitants o' the earth,<br>And yet are on't?	<i>Macbeth</i>, Act I Scene 3
34085871	If you can look into the seeds of time,<br>And say which grain will grow and which will not.	<i>Macbeth</i>, Act I Scene 3
34085872	Stands not within the prospect of belief.	<i>Macbeth</i>, Act I Scene 3
34085873	The earth hath bubbles as the water has,<br>And these are of them.	<i>Macbeth</i>, Act I Scene 3
34085874	The insane root<br>That takes the reason prisoner.	<i>Macbeth</i>, Act I Scene 3
34085875	And oftentimes, to win us to our harm,<br>The instruments of darkness tell us truths,<br>Win us with honest trifles, to betray's<br>In deepest consequence.	<i>Macbeth</i>, Act I Scene 3
34085876	Two truths are told,<br>As happy prologues to the swelling act<br>Of the imperial theme.	<i>Macbeth</i>, Act I Scene 3
34085877	And make my seated heart knock at my ribs,<br>Against the use of nature. Present fears<br>Are less than horrible imaginings.	<i>Macbeth</i>, Act I Scene 3
34085878	Nothing is<br>But what is not.	<i>Macbeth</i>, Act I Scene 3
34085879	If chance will have me king, why, chance may crown me.	<i>Macbeth</i>, Act I Scene 3
34085880	Come what come may,<br>Time and the hour runs through the roughest day.	<i>Macbeth</i>, Act I Scene 3
34085881	Nothing in his life<br>Became him like the leaving it; he died<br>As one that had been studied in his death<br>To throw away the dearest thing he owed,<br>As't were a careless trifle.	<i>Macbeth</i>, Act I Scene 4
34085882	There's no art<br>To find the mind's construction in the face.	<i>Macbeth</i>, Act I Scene 4
34085883	More is thy due than more than all can pay.	<i>Macbeth</i>, Act I Scene 4
34085884	Yet do I fear thy nature;<br>It is too full o' the milk of human kindness.	<i>Macbeth</i>, Act I Scene 5
34085885	What thou wouldst highly,<br>That wouldst thou holily; wouldst not play false,<br>And yet wouldst wrongly win.	<i>Macbeth</i>, Act I Scene 5
34085886	That no compunctious visitings of nature<br>Shake my fell purpose.	<i>Macbeth</i>, Act I Scene 5
34085887	Your face, my thane, is as a book where men<br>May read strange matters. To beguile the time,<br>Look like the time; bear welcome in your eye,<br>Your hand, your tongue: look like the innocent flower,<br>But be the serpent under't.	<i>Macbeth</i>, Act I Scene 5
34085888	Which shall to all our nights and days to come<br>Give solely sovereign sway and masterdom.	<i>Macbeth</i>, Act I Scene 5
34085889	This castle hath a pleasant seat; the air<br>Nimbly and sweetly recommends itself<br>Unto our gentle senses.	<i>Macbeth</i>, Act I Scene 6
34085890	The heaven's breath<br>Smells wooingly here: no jutty, frieze,<br>Buttress, nor coign of vantage, but this bird<br>Hath made his pendent bed and procreant cradle:<br>Where they most breed and haunt, I have observed,<br>The air is delicate.	<i>Macbeth</i>, Act I Scene 6
34085891	If it were done when't is done, then't were well<br>It were done quickly: if the assassination<br>Could trammel up the consequence, and catch<br>With his surcease success; that but this blow<br>Might be the be-all and the end-all here,<br>But	<i>Macbeth</i>, Act I Scene 7
34085892	Besides, this Duncan<br>Hath borne his faculties so meek, hath been<br>So clear in his great office, that his virtues<br>Will plead like angels, trumpet-tongued, against<br>The deep damnation of his taking-off;<br>And pity, like a naked new-born babe,	<i>Macbeth</i>, Act I Scene 7
34085893	I have bought<br>Golden opinions from all sorts of people.	<i>Macbeth</i>, Act I Scene 7
34085894	Letting "I dare not" wait upon "I would,"<br>Like the poor cat i' the adage.	<i>Macbeth</i>, Act I Scene 7
34085895	I dare do all that may become a man;<br>Who dares do more is none.	<i>Macbeth</i>, Act I Scene 7
34085896	Nor time nor place<br>Did then adhere.	<i>Macbeth</i>, Act I Scene 7
34085897	Macb. If we should fail?<br>Lady M. We fail!<br>But screw your courage to the sticking-place,<br>And we'll not fail.	<i>Macbeth</i>, Act I Scene 7
34085898	Memory, the warder of the brain.	<i>Macbeth</i>, Act I Scene 7
34085899	There's husbandry in heaven;<br>Their candles are all out.	<i>Macbeth</i>, Act II Scene 1
34085900	Shut up<br>In measureless content.	<i>Macbeth</i>, Act II Scene 1
34085901	Is this a dagger which I see before me,<br>The handle toward my hand? Come, let me clutch thee.	<i>Macbeth</i>, Act II Scene 1
34085902	Thou marshall'st me the way that I was going.	<i>Macbeth</i>, Act II Scene 1
34085903	Now o'er the one half-world<br>Nature seems dead.	<i>Macbeth</i>, Act II Scene 1
34085904	Thou sure and firm-set earth,<br>Hear not my steps, which way they walk, for fear<br>Thy very stones prate of my whereabout.	<i>Macbeth</i>, Act II Scene 1
34085905	The bell invites me.<br>Hear it not, Duncan; for it is a knell<br>That summons thee to heaven or to hell.	<i>Macbeth</i>, Act II Scene 1
34085906	It was the owl that shriek'd, the fatal bellman,<br>Which gives the stern'st good-night.	<i>Macbeth</i>, Act II Scene 2
34085907	The attempt and not the deed<br>Confounds us.	<i>Macbeth</i>, Act II Scene 2
34085908	I had most need of blessing, and "Amen"<br>Stuck in my throat.	<i>Macbeth</i>, Act II Scene 2
34085909	Infirm of purpose!	<i>Macbeth</i>, Act II Scene 2
34085910	'T is the eye of childhood<br>That fears a painted devil.	<i>Macbeth</i>, Act II Scene 2
34085911	Will all great Neptune's ocean wash this blood<br>Clean from my hand? No, this my hand will rather<br>The multitudinous seas incarnadine,<br>Making the green one red.	<i>Macbeth</i>, Act II Scene 2
34085912	The labour we delight in physics pain.	<i>Macbeth</i>, Act II Scene 3
34085913	Dire combustion and confused events<br>New hatch'd to the woful time.	<i>Macbeth</i>, Act II Scene 3
34085914	Tongue nor heart<br>Cannot conceive nor name thee!	<i>Macbeth</i>, Act II Scene 3
34085915	Confusion now hath made his masterpiece!<br>Most sacrilegious murder hath broke ope<br>The Lord's anointed temple, and stole thence<br>The life o' the building!	<i>Macbeth</i>, Act II Scene 3
34085916	The wine of life is drawn, and the mere lees<br>Is left this vault to brag of.	<i>Macbeth</i>, Act II Scene 3
34085917	Who can be wise, amazed, temperate and furious,<br>Loyal and neutral, in a moment?	<i>Macbeth</i>, Act II Scene 3
34085918	There's daggers in men's smiles.	<i>Macbeth</i>, Act II Scene 3
34085919	A falcon, towering in her pride of place,<br>Was by a mousing owl hawk'd at and kill'd.	<i>Macbeth</i>, Act II Scene 4
34085920	Thriftless ambition, that wilt ravin up<br>Thine own life's means!	<i>Macbeth</i>, Act II Scene 4
34085921	I must become a borrower of the night<br>For a dark hour or twain.	<i>Macbeth</i>, Act III Scene 1
34085922	Let every man be master of his time<br>Till seven at night.	<i>Macbeth</i>, Act III Scene 1
34085923	Upon my head they placed a fruitless crown,<br>And put a barren sceptre in my gripe,<br>Thence to be wrench'd with an unlineal hand,<br>No son of mine succeeding.	<i>Macbeth</i>, Act III Scene 1
34085924	Mur. We are men, my liege.<br>Mac. Ay, in the catalogue ye go for men.	<i>Macbeth</i>, Act III Scene 1
34085925	I am one, my liege,<br>Whom the vile blows and buffets of the world<br>Have so incensed that I am reckless what<br>I do to spite the world.	<i>Macbeth</i>, Act III Scene 1
34085926	So weary with disasters, tugg'd with fortune,<br>That I would set my life on any chance,<br>To mend it, or be rid on't.	<i>Macbeth</i>, Act III Scene 1
34085927	Things without all remedy<br>Should be without regard; what's done is done.	<i>Macbeth</i>, Act III Scene 2
34085928	We have scotch'd the snake, not kill'd it.	<i>Macbeth</i>, Act III Scene 2
34085929	Better be with the dead,<br>Whom we, to gain our peace, have sent to peace,<br>Than on the torture of the mind to lie<br>In restless ecstasy. Duncan is in his grave;<br>After life's fitful fever he sleeps well:<br>Treason has done his worst; nor stee	<i>Macbeth</i>, Act III Scene 2
34085930	In them Nature's copy's not eterne.	<i>Macbeth</i>, Act III Scene 2
34085931	A deed of dreadful note.	<i>Macbeth</i>, Act III Scene 2
34085932	Be innocent of the knowledge, dearest chuck,<br>Till thou applaud the deed.	<i>Macbeth</i>, Act III Scene 2
34085933	Things bad begun make strong themselves by ill.	<i>Macbeth</i>, Act III Scene 2
34085934	Now spurs the lated traveller apace<br>To gain the timely inn.	<i>Macbeth</i>, Act III Scene 3
34085935	But now I am cabin'd, cribb'd, confined, bound in<br>To saucy doubts and fears.	<i>Macbeth</i>, Act III Scene 4
34085936	Now, good digestion wait on appetite,<br>And health on both!	<i>Macbeth</i>, Act III Scene 4
34085937	Thou canst not say I did it; never shake<br>Thy gory locks at me.	<i>Macbeth</i>, Act III Scene 4
34085938	The air-drawn dagger.	<i>Macbeth</i>, Act III Scene 4
34085939	The time has been,<br>That when the brains were out the man would die,<br>And there an end; but now they rise again,<br>With twenty mortal murders on their crowns,<br>And push us from our stools.	<i>Macbeth</i>, Act III Scene 4
34085940	I drink to the general joy o' the whole table.	<i>Macbeth</i>, Act III Scene 4
34085941	Thou hast no speculation in those eyes<br>Which thou dost glare with!	<i>Macbeth</i>, Act III Scene 4
34085942	A thing of custom,ù't is no other;<br>Only it spoils the pleasure of the time.	<i>Macbeth</i>, Act III Scene 4
34085943	What man dare, I dare:<br>Approach thou like the rugged Russian bear,<br>The arm'd rhinoceros, or the Hyrcan tiger,ù<br>Take any shape but that, and my firm nerves<br>Shall never tremble.	<i>Macbeth</i>, Act III Scene 4
34085944	Hence, horrible shadow!<br>Unreal mockery, hence!	<i>Macbeth</i>, Act III Scene 4
34085945	You have displac'd the mirth, broke the good meeting,<br>With most admir'd disorder.	<i>Macbeth</i>, Act III Scene 4
34085946	Can such things be,<br>And overcome us like a summer's cloud,<br>Without our special wonder?	<i>Macbeth</i>, Act III Scene 4
34085947	Stand not upon the order of your going,<br>But go at once.	<i>Macbeth</i>, Act III Scene 4
34085948	Macb. What is the night?<br>L. Macb. Almost at odds with morning, which is which.	<i>Macbeth</i>, Act III Scene 4
34085949	I am in blood<br>Stepp'd in so far that, should I wade no more,<br>Returning were as tedious as go o'er.	<i>Macbeth</i>, Act III Scene 4
34085950	My little spirit, see,<br>Sits in a foggy cloud, and stays for me.	<i>Macbeth</i>, Act III Scene 5
34085951	Double, double toil and trouble;<br>Fire burn, and cauldron bubble.	<i>Macbeth</i>, Act IV Scene 1
34085952	Eye of newt and toe of frog,<br>Wool of bat and tongue of dog.	<i>Macbeth</i>, Act IV Scene 1
34085953	By the pricking of my thumbs,<br>Something wicked this way comes.<br>      Open, locks,<br>      Whoever knocks!	<i>Macbeth</i>, Act IV Scene 1
34085954	How now, you secret, black, and midnight hags!	<i>Macbeth</i>, Act IV Scene 1
34085955	A deed without a name.	<i>Macbeth</i>, Act IV Scene 1
34085956	I'll make assurance double sure,<br>And take a bond of fate.	<i>Macbeth</i>, Act IV Scene 1
34085957	Show his eyes, and grieve his heart;<br>Come like shadows, so depart!	<i>Macbeth</i>, Act IV Scene 1
34085958	What, will the line stretch out to the crack of doom?	<i>Macbeth</i>, Act IV Scene 1
34085959	I'll charm the air to give a sound,<br>While you perform your antic round.	<i>Macbeth</i>, Act IV Scene 1
34085960	The weird sisters.	<i>Macbeth</i>, Act IV Scene 1
34085961	The flighty purpose never is o'ertook,<br>Unless the deed go with it.	<i>Macbeth</i>, Act IV Scene 1
34085962	When our actions do not,<br>Our fears do make us traitors.	<i>Macbeth</i>, Act IV Scene 2
34085963	For this relief much thanks:'t is bitter cold,<br>And I am sick at heart.	<i>Hamlet</i>, Act I Scene 1
34085964	But in the gross and scope of my opinion,<br>This bodes some strange eruption to our state.	<i>Hamlet</i>, Act I Scene 1
34085965	Whose sore task<br>Does not divide the Sunday from the week.	<i>Hamlet</i>, Act I Scene 1
34085966	This sweaty haste<br>Doth make the night joint-labourer with the day.	<i>Hamlet</i>, Act I Scene 1
34085967	In the most high and palmy state of Rome,<br>A little ere the mightiest Julius fell,<br>The graves stood tenantless, and the sheeted dead<br>Did squeak and gibber in the Roman streets.	<i>Hamlet</i>, Act I Scene 1
34085968	And then it started like a guilty thing<br>Upon a fearful summons.	<i>Hamlet</i>, Act I Scene 1
34085969	Whether in sea or fire, in earth or air,<br>The extravagant and erring spirit hies<br>To his confine.	<i>Hamlet</i>, Act I Scene 1
34085970	It faded on the crowing of the cock.<br>Some say that ever'gainst that season comes<br>Wherein our Saviour's birth is celebrated,<br>The bird of dawning singeth all night long:<br>And then, they say, no spirit dares stir...	<i>Hamlet</i>, Act I Scene 1
34085971	So have I heard, and do in part believe it.<br>But, look, the morn, in russet mantle clad,<br>Walks o'er the dew of yon high eastward hill.	<i>Hamlet</i>, Act I Scene 1
34085972	The memory be green.	<i>Hamlet</i>, Act I Scene 2
34085973	With an auspicious and a dropping eye,	<i>Hamlet</i>, Act I Scene 2
34085974	The head is not more native to the heart.	<i>Hamlet</i>, Act I Scene 2
34085975	A little more than kin, and less than kind.	<i>Hamlet</i>, Act I Scene 2
34085976	All that lives must die,<br>Passing through nature to eternity.	<i>Hamlet</i>, Act I Scene 2
34085977	Seems, madam! nay, it is; I know not "seems."<br>'T is not alone my inky cloak, good mother,<br>Nor customary suits of solemn black.	<i>Hamlet</i>, Act I Scene 2
34085978	But I have that within which passeth show;<br>These but the trappings and the suits of woe.	<i>Hamlet</i>, Act I Scene 2
34085979	'T is a fault to Heaven,<br>A fault against the dead, a fault to nature,<br>To reason most absurd.	<i>Hamlet</i>, Act I Scene 2
34085980	O, that this too too solid flesh would melt,<br>Thaw and resolve itself into a dew!	<i>Hamlet</i>, Act I Scene 2
34085981	That it should come to this!	<i>Hamlet</i>, Act I Scene 2
